Metric,Value
compression_ratio,2.606614447345518
average,1.30839
median,1.0
std_dev,0.46948
mode,1.0
max,4.0
alpha,43
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,190925
