Metric,Value
compression_ratio,3.8096446700507616
average,1.49049
median,1.5
std_dev,0.58453
mode,1.5
max,5.0
alpha,33
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,374380
