Metric,Value
compression_ratio,3.7522464698331195
average,1.46751
median,1.5
std_dev,0.5536
mode,1.5
max,4.0
alpha,33
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,371583
