Metric,Value
compression_ratio,4.2126760563380286
average,1.52404
median,1.5
std_dev,0.58774
mode,1.5
max,4.0
alpha,29
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,281247
