Metric,Value
compression_ratio,1.9857142857142858
average,1.22472
median,1.0
std_dev,0.39978
mode,1.0
max,3.0
alpha,5
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,882440
