Metric,Value
compression_ratio,4.14207650273224
average,1.51939
median,1.5
std_dev,0.58656
mode,1.5
max,5.0
alpha,19
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,977100
