Metric,Value
compression_ratio,3.8925729442970822
average,1.4971
median,1.5
std_dev,0.56285
mode,1.5
max,4.0
alpha,21
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,486708
