Metric,Value
compression_ratio,2.7065706570657064
average,1.34968
median,1.0
std_dev,0.48694
mode,1.0
max,4.0
alpha,5
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,319286
