Metric,Value
compression_ratio,2.9838709677419355
average,1.3706
median,1.5
std_dev,0.49786
mode,1.0
max,4.0
alpha,27
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,684692
