Metric,Value
compression_ratio,4.828150572831424
average,1.63505
median,1.5
std_dev,0.64858
mode,1.5
max,5.0
alpha,13
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,569108
