Metric,Value
compression_ratio,4.131396957123099
average,1.5046
median,1.5
std_dev,0.5632
mode,1.5
max,4.0
alpha,11
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,595855
