Metric,Value
compression_ratio,3.8367088607594937
average,1.48761
median,1.5
std_dev,0.55523
mode,1.5
max,4.0
alpha,13
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,740871
