Metric,Value
compression_ratio,2.717509025270758
average,1.34469
median,1.0
std_dev,0.47586
mode,1.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,394660
