Metric,Value
compression_ratio,2.891918208373905
average,1.35839
median,1.0
std_dev,0.49965
mode,1.0
max,4.0
alpha,47
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,178041
