Metric,Value
compression_ratio,2.862559241706161
average,1.35621
median,1.0
std_dev,0.50056
mode,1.0
max,4.0
alpha,41
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,707854
