Metric,Value
compression_ratio,48.07787810383747
average,1.96788
median,2.0
std_dev,0.32337
mode,2.0
max,3.0
alpha,5
vertex_count,300
edge_probability,0.95
graph_type,unweighted
graph_seed,559959
