Metric,Value
compression_ratio,16.815868263473053
average,1.57693
median,1.5
std_dev,0.60702
mode,1.0
max,4.0
alpha,25
vertex_count,300
edge_probability,0.5
graph_type,unweighted
graph_seed,263857
