Metric,Value
compression_ratio,17.64249684741488
average,1.84803
median,2.0
std_dev,0.35899
mode,2.0
max,2.0
alpha,25
vertex_count,250
edge_probability,0.9
graph_type,unweighted
graph_seed,748093
