Metric,Value
compression_ratio,1.5686900958466454
average,1.24394
median,1.0
std_dev,0.45756
mode,1.0
max,5.0
alpha,25
vertex_count,100
edge_probability,0.1
graph_type,unweighted
graph_seed,908238
