Metric,Value
compression_ratio,12.145294978059484
average,1.73449
median,2.0
std_dev,0.44175
mode,2.0
max,3.0
alpha,35
vertex_count,250
edge_probability,0.8
graph_type,unweighted
graph_seed,408806
