Metric,Value
compression_ratio,4.45945945945946
average,1.75
median,2.0
std_dev,0.57754
mode,2.0
max,3.0
alpha,5
vertex_count,20
edge_probability,0.9
graph_type,unweighted
graph_seed,698175
