Metric,Value
compression_ratio,1.2823050058207217
average,1.09736
median,1.0
std_dev,0.25633
mode,1.0
max,4.0
alpha,5
vertex_count,300
edge_probability,0.05
graph_type,unweighted
graph_seed,624657
