Metric,Value
compression_ratio,1.6840490797546013
average,1.23166
median,1.0
std_dev,0.40373
mode,1.0
max,4.0
alpha,7
vertex_count,150
edge_probability,0.1
graph_type,unweighted
graph_seed,291496
