Metric,Value
compression_ratio,18.227609427609426
average,1.62061
median,2.0
std_dev,0.55212
mode,2.0
max,3.0
alpha,25
vertex_count,300
edge_probability,0.6
graph_type,unweighted
graph_seed,534899
