Metric,Value
compression_ratio,4.881235154394299
average,1.39587
median,1.0
std_dev,0.54854
mode,1.0
max,4.0
alpha,35
vertex_count,250
edge_probability,0.2
graph_type,unweighted
graph_seed,674284
