Metric,Value
compression_ratio,1.5549738219895288
average,1.20109
median,1.0
std_dev,0.41313
mode,1.0
max,3.0
alpha,5
vertex_count,50
edge_probability,0.25
graph_type,unweighted
graph_seed,986933
