Metric,Value
compression_ratio,31.461267605633804
average,1.9101
median,2.0
std_dev,0.39635
mode,2.0
max,3.0
alpha,7
vertex_count,200
edge_probability,0.9
graph_type,unweighted
graph_seed,393460
