Metric,Value
compression_ratio,2.4534313725490198
average,1.36209
median,1.0
std_dev,0.52621
mode,1.0
max,4.0
alpha,25
vertex_count,100
edge_probability,0.2
graph_type,unweighted
graph_seed,837597
