Metric,Value
compression_ratio,9.425874125874126
average,1.49887
median,1.5
std_dev,0.62893
mode,1.0
max,4.0
alpha,7
vertex_count,300
edge_probability,0.3
graph_type,unweighted
graph_seed,962830
