Metric,Value
compression_ratio,4.952487008166296
average,1.46545
median,1.5
std_dev,0.55567
mode,1.5
max,4.0
alpha,35
vertex_count,300
edge_probability,0.15
graph_type,unweighted
graph_seed,436495
