Metric,Value
compression_ratio,1.1517857142857142
average,1.06626
median,1.0
std_dev,0.23667
mode,1.0
max,3.0
alpha,35
vertex_count,100
edge_probability,0.1
graph_type,unweighted
graph_seed,953608
