Metric,Value
compression_ratio,1.0936032684919812
average,1.07714
median,1.0
std_dev,0.26681
mode,1.0
max,2.0
alpha,3
vertex_count,200
edge_probability,0.9
graph_type,unweighted
graph_seed,184323
