Metric,Value
compression_ratio,1.0236220472440944
average,1.0132
median,1.0
std_dev,0.11402
mode,1.0
max,3.0
alpha,3
vertex_count,50
edge_probability,0.1
graph_type,unweighted
graph_seed,808553
