Metric,Value
compression_ratio,5.654377880184332
average,1.52677
median,1.0
std_dev,0.61524
mode,1.0
max,4.0
alpha,25
vertex_count,100
edge_probability,0.5
graph_type,unweighted
graph_seed,764855
