Metric,Value
compression_ratio,9.46635262449529
average,1.63284
median,2.0
std_dev,0.48275
mode,2.0
max,3.0
alpha,35
vertex_count,200
edge_probability,0.7
graph_type,unweighted
graph_seed,632237
