Metric,Value
compression_ratio,4.912262156448203
average,1.62395
median,1.5
std_dev,0.59714
mode,1.5
max,5.0
alpha,25
vertex_count,300
edge_probability,0.1
graph_type,unweighted
graph_seed,135017
