Metric,Value
compression_ratio,1.712962962962963
average,1.40526
median,1.0
std_dev,0.49094
mode,1.0
max,2.0
alpha,25
vertex_count,20
edge_probability,0.95
graph_type,unweighted
graph_seed,283077
