Metric,Value
compression_ratio,3.317269076305221
average,1.35899
median,1.0
std_dev,0.49053
mode,1.0
max,3.0
alpha,49
vertex_count,100
edge_probability,0.5
graph_type,unweighted
graph_seed,910757
