Metric,Value
compression_ratio,1.0515021459227467
average,1.01959
median,1.0
std_dev,0.14991
mode,1.0
max,3.0
alpha,3
vertex_count,50
edge_probability,0.2
graph_type,unweighted
graph_seed,681461
