Metric,Value
compression_ratio,3.2111111111111112
average,1.4898
median,1.0
std_dev,0.50477
mode,1.0
max,3.0
alpha,25
vertex_count,50
edge_probability,0.7
graph_type,unweighted
graph_seed,280788
