Metric,Value
compression_ratio,1.0402075226977952
average,1.01124
median,1.0
std_dev,0.09324
mode,1.0
max,3.0
alpha,3
vertex_count,250
edge_probability,0.1
graph_type,unweighted
graph_seed,727146
