Metric,Value
compression_ratio,16.669950738916256
average,1.83857
median,2.0
std_dev,0.71608
mode,2.0
max,4.0
alpha,7
vertex_count,150
edge_probability,0.6
graph_type,unweighted
graph_seed,438340
