Metric,Value
compression_ratio,1.669811320754717
average,1.37368
median,1.0
std_dev,0.48378
mode,1.0
max,2.0
alpha,25
vertex_count,20
edge_probability,0.95
graph_type,unweighted
graph_seed,182115
