Metric,Value
compression_ratio,1.1651162790697673
average,1.06822
median,1.0
std_dev,0.22074
mode,1.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.05
graph_type,unweighted
graph_seed,493147
