Metric,Value
compression_ratio,1.1360544217687074
average,1.06837
median,1.0
std_dev,0.25004
mode,1.0
max,4.0
alpha,25
vertex_count,50
edge_probability,0.15
graph_type,unweighted
graph_seed,998799
