Metric,Value
compression_ratio,1.959742351046699
average,1.20838
median,1.0
std_dev,0.42907
mode,1.0
max,3.0
alpha,49
vertex_count,100
edge_probability,0.25
graph_type,unweighted
graph_seed,41844
