Metric,Value
compression_ratio,7.044064748201439
average,1.6021
median,2.0
std_dev,0.49026
mode,2.0
max,3.0
alpha,35
vertex_count,150
edge_probability,0.7
graph_type,unweighted
graph_seed,204767
