Metric,Value
compression_ratio,1.0974760661444734
average,1.08018
median,1.0
std_dev,0.27157
mode,1.0
max,2.0
alpha,3
vertex_count,150
edge_probability,0.9
graph_type,unweighted
graph_seed,967552
