Metric,Value
compression_ratio,1.1441441441441442
average,1.08421
median,1.0
std_dev,0.2777
mode,1.0
max,2.0
alpha,35
vertex_count,20
edge_probability,0.7
graph_type,unweighted
graph_seed,586010
