Metric,Value
compression_ratio,18.132056451612904
average,1.66787
median,1.5
std_dev,0.70879
mode,1.0
max,4.0
alpha,15
vertex_count,300
edge_probability,0.4
graph_type,unweighted
graph_seed,870594
