Metric,Value
compression_ratio,1.722488038277512
average,1.21796
median,1.0
std_dev,0.43874
mode,1.0
max,3.0
alpha,5
vertex_count,50
edge_probability,0.3
graph_type,unweighted
graph_seed,956408
