Metric,Value
compression_ratio,10.46983758700696
average,1.54765
median,2.0
std_dev,0.4997
mode,2.0
max,3.0
alpha,49
vertex_count,300
edge_probability,0.6
graph_type,unweighted
graph_seed,254337
