Metric,Value
compression_ratio,2.117241379310345
average,1.39469
median,1.0
std_dev,0.61295
mode,1.0
max,4.0
alpha,5
vertex_count,50
edge_probability,0.25
graph_type,unweighted
graph_seed,465751
