Metric,Value
compression_ratio,18.41156069364162
average,1.77161
median,2.0
std_dev,0.44903
mode,2.0
max,3.0
alpha,15
vertex_count,200
edge_probability,0.8
graph_type,unweighted
graph_seed,271503
