Metric,Value
compression_ratio,1.773972602739726
average,1.20525
median,1.0
std_dev,0.42485
mode,1.0
max,4.0
alpha,49
vertex_count,100
edge_probability,0.2
graph_type,unweighted
graph_seed,219590
