Metric,Value
compression_ratio,40.34924965893588
average,1.99312
median,2.0
std_dev,0.36761
mode,2.0
max,3.0
alpha,5
vertex_count,250
edge_probability,0.95
graph_type,unweighted
graph_seed,838430
