Metric,Value
compression_ratio,1.123682361208714
average,1.02747
median,1.0
std_dev,0.16345
mode,1.0
max,2.0
alpha,3
vertex_count,300
edge_probability,0.25
graph_type,unweighted
graph_seed,608103
