Metric,Value
compression_ratio,1.0161290322580645
average,1.01928
median,1.0
std_dev,0.11181
mode,1.0
max,3.0
alpha,7
vertex_count,50
edge_probability,0.05
graph_type,unweighted
graph_seed,883987
