Metric,Value
compression_ratio,1.0801603206412826
average,1.03959
median,1.0
std_dev,0.16802
mode,1.0
max,4.0
alpha,5
vertex_count,150
edge_probability,0.05
graph_type,unweighted
graph_seed,715844
