Metric,Value
compression_ratio,1.027027027027027
average,1.0303
median,1.0
std_dev,0.18576
mode,1.0
max,5.0
alpha,7
vertex_count,50
edge_probability,0.05
graph_type,unweighted
graph_seed,69023
