Metric,Value
compression_ratio,2.948717948717949
average,1.71579
median,1.5
std_dev,0.83241
mode,1.0
max,4.0
alpha,5
vertex_count,20
edge_probability,0.6
graph_type,unweighted
graph_seed,373675
