Metric,Value
compression_ratio,2.943396226415094
average,1.55789
median,2.0
std_dev,0.52747
mode,2.0
max,3.0
alpha,7
vertex_count,20
edge_probability,0.8
graph_type,unweighted
graph_seed,502207
