Metric,Value
compression_ratio,1.4848484848484849
average,1.25263
median,1.0
std_dev,0.43452
mode,1.0
max,2.0
alpha,25
vertex_count,20
edge_probability,0.7
graph_type,unweighted
graph_seed,494950
