Metric,Value
compression_ratio,38.767990074441684
average,1.88598
median,2.0
std_dev,0.65555
mode,2.0
max,4.0
alpha,7
vertex_count,300
edge_probability,0.7
graph_type,unweighted
graph_seed,139616
